,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Sequel
13215,Metroid Prime: Federation Force,3DS,2016,Action,Nintendo,0.02,0.01,0.01,0.0,0.05,64.0,56.0,5.1,219.0,"Next Level Games, Nintendo",T,0
13216,Rogue Ops,GC,2003,Action,Kemco,0.04,0.01,0.0,0.0,0.05,65.0,21.0,tbd,,Bits Studios,M,0
13217,Smart Kid's Party Fun Pak,DS,2008,Misc,UFO Interactive,0.05,0.0,0.0,0.0,0.05,,,tbd,,,,0
13218,Dream Salon,Wii,2009,Misc,Zoo Games,0.05,0.0,0.0,0.0,0.05,,,tbd,,Zoo Games,E,0
13219,BeatMania IIDX 3rd Style,PS2,2000,Simulation,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13220,Natural Doctrine,PS3,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.01,0.01,0.05,,,8.1,17.0,Kadokawa,M,0
13221,DiRT 2,PC,2009,Racing,Codemasters,0.0,0.04,0.0,0.01,0.05,89.0,22.0,8.2,352.0,Codemasters,T,1
13222,Payday 2,PC,2013,Shooter,505 Games,0.04,0.0,0.0,0.01,0.05,79.0,51.0,3.4,3558.0,Overkill Software,M,0
13223,Hummer Badlands,PS2,2006,Racing,Global Star,0.02,0.02,0.0,0.01,0.05,48.0,4.0,tbd,,Eutechnyx,E,0
13224,Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001,Platform,DreamCatcher Interactive,0.02,0.02,0.0,0.01,0.05,64.0,5.0,7.4,5.0,EKO Software,E,0
13225,Ghostbusters (2016),XOne,2016,Action,Activision,0.04,0.0,0.0,0.01,0.05,,,,,,,0
13226,"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",PS2,2007,Adventure,505 Games,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13227,Furu Furu Park,Wii,2007,Misc,Taito,0.05,0.0,0.0,0.0,0.05,43.0,16.0,4.8,5.0,"Taito Corporation, 505 Games",E10+,0
13228,Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,0.02,0.0,0.02,0.0,0.05,78.0,22.0,7.4,41.0,Sega,T,0
13229,Alter Echo,XB,2003,Shooter,THQ,0.04,0.01,0.0,0.0,0.05,62.0,24.0,tbd,,Outrage Games,T,0
13230,Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,DS,2008,Misc,Benesse,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13231,BeatMania IIDX 4th Style: New Songs Collection,PS2,2001,Simulation,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13232,G1 Grand Prix,3DS,2012,Action,Genki,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13233,Resident Evil 4 HD,PS4,2016,Shooter,Capcom,0.04,0.0,0.0,0.01,0.05,,,,,,,0
13234,Impossible Mission,PSP,2007,Platform,System 3 Arcade Software,0.0,0.04,0.0,0.01,0.05,,,,,,,0
13235,Around the World in 80 Days,GBA,2004,Action,Hip Interactive,0.03,0.01,0.0,0.0,0.05,40.0,9.0,tbd,,Saffire,E,0
13236,Houkago Shounen,DS,2008,Misc,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13237,Fishdom,DS,2011,Puzzle,Atari,0.05,0.0,0.0,0.0,0.05,,,tbd,,Playrix Entertainment,E,0
13238,Classic Dungeon X2,PSP,2011,Role-Playing,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13239,Whirl Tour,GC,2002,Sports,Vivendi Games,0.04,0.01,0.0,0.0,0.05,61.0,10.0,9,4.0,Papaya Studios,E,0
13240,Pinball Tycoon,GBA,2002,Misc,Ignition Entertainment,0.03,0.01,0.0,0.0,0.05,,,tbd,,Ignition Entertainment,E,0
13241,Grand Ages: Medieval,PC,2015,Strategy,Kalypso Media,0.0,0.05,0.0,0.0,0.05,63.0,11.0,5.4,52.0,Gaming Minds Studios,T,0
13242,Major League Baseball 2K11,PS2,2011,Sports,Take-Two Interactive,0.02,0.02,0.0,0.01,0.05,,,tbd,,Visual Concepts,E,0
13243,Cartoon Network Block Party,GBA,2004,Misc,Majesco Entertainment,0.03,0.01,0.0,0.0,0.05,52.0,4.0,tbd,,One Man Band,E,0
13244,Power Spike Pro Beach Volleyball,PS,2000,Sports,Infogrames,0.03,0.02,0.0,0.0,0.05,48.0,10.0,tbd,,Carapace,E,0
13245,White Album: Tsuzurareru Fuyu no Omoide,PS3,2010,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13246,Harukanaru Toki no Naka de: Yumenoukihashi,DS,2008,Adventure,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13247,Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS,1998,Misc,Gainax Network Systems,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13248,SD Gundam: Scad Hammers,Wii,2006,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13249,Spitfire Heroes: Tales of the Royal Air Force,DS,2008,Simulation,Destineer,0.05,0.0,0.0,0.0,0.05,49.0,10.0,tbd,,Big John Games,E10+,0
13250,Super Bust-A-Move,GBA,2001,Puzzle,Ubisoft,0.03,0.01,0.0,0.0,0.05,77.0,9.0,tbd,,Taito Corporation,E,0
13251,Saints Row: Gat out of Hell,PS4,2015,Action,Deep Silver,0.0,0.04,0.0,0.01,0.05,64.0,45.0,5.7,98.0,Volition Inc.,M,0
13252,ZooCube,GBA,2002,Puzzle,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.05,71.0,11.0,tbd,,PuzzleKings,E,0
13253,Stunt GP,PS2,2001,Racing,Titus,0.02,0.02,0.0,0.01,0.05,49.0,8.0,8.1,9.0,Team 17,E,0
13254,D.Gray-man: Kami no Shitotachi,DS,2007,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13255,Strikers 1945,SAT,1996,Shooter,Atlus,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13256,NBA 2K,DC,1999,Sports,Sega,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13257,Super Jinsei Game 2,SNES,1995,Misc,Takara,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13258,World Series of Poker,GC,2005,Misc,Activision Value,0.04,0.01,0.0,0.0,0.05,44.0,5.0,tbd,,Activision,E10+,0
13259,Jikkyou Oshaberi Parodius,SNES,1995,Shooter,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13260,Plants vs. Zombies: Garden Warfare 2,PC,2016,Shooter,Electronic Arts,0.0,0.04,0.0,0.0,0.05,82.0,6.0,7.5,44.0,PopCap,E10+,1
13261,J-League Winning Eleven 2010: Club Championship,PS2,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13262,Johnny Bazookatone,PS,1995,Platform,U.S. Gold,0.03,0.02,0.0,0.0,0.05,,,,,,,0
13263,Reign of Fire,GBA,2002,Shooter,BAM! Entertainment,0.03,0.01,0.0,0.0,0.05,61.0,9.0,tbd,,Crawfish Interactive,T,0
13264,Koihime Musou,PS2,2008,Adventure,Yeti,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13265,Nicktoons: Attack of the Toybots,DS,2007,Platform,THQ,0.04,0.0,0.0,0.0,0.05,54.0,4.0,tbd,,Natsume,E,1
13266,Singularity,PC,2010,Shooter,Mastertronic,0.0,0.04,0.0,0.01,0.05,76.0,36.0,7.7,326.0,Raven Software,M,0
13267,NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,0.04,0.0,0.0,0.01,0.05,66.0,8.0,3.8,18.0,Dusenberry Martin Racing,E,0
13268,Cartoon Network Racing,DS,2006,Action,Game Factory,0.04,0.0,0.0,0.0,0.05,55.0,13.0,tbd,,Firebrand Games,E,0
13269,Ms Saga: A New Dawn,PS2,2005,Role-Playing,Namco Bandai Games,0.02,0.02,0.0,0.01,0.05,65.0,27.0,8.6,15.0,Bandai,E10+,0
13270,Kekkon Zenya,SAT,1995,Adventure,Shogakukan,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13271,Child of Light,PS4,2014,Role-Playing,Ubisoft,0.0,0.01,0.04,0.0,0.05,82.0,46.0,8,451.0,Ubisoft Montreal,E10+,0
13272,Finny the Fish & the Seven Waters,PS2,2004,Sports,Sony Computer Entertainment,0.02,0.02,0.0,0.01,0.05,,,,,,,0
13273,The Grim Adventures of Billy & Mandy,Wii,2006,Action,Midway Games,0.04,0.0,0.0,0.0,0.05,,,,,,,0
13274,Barnyard,GBA,2006,Action,THQ,0.03,0.01,0.0,0.0,0.05,56.0,8.0,tbd,,Halfbrick Studios,E,0
13275,Next Generation of Chaos,PS2,2002,Role-Playing,Idea Factory,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13276,GrimGrimoire,PS2,2007,Strategy,Tecmo Koei,0.01,0.01,0.03,0.0,0.05,79.0,39.0,7.9,17.0,Vanilla Ware,E10+,0
13277,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,2008,Misc,Takara Tomy,0.0,0.0,0.05,0.0,0.05,,,,,,,1
13278,Rock of the Dead,PS3,2010,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.01,0.05,45.0,7.0,tbd,,Epicenter Studios,T,0
13279,TNA iMPACT: Cross the Line,DS,2010,Fighting,SouthPeak Games,0.04,0.0,0.0,0.0,0.05,,,tbd,,Point of View,T,0
13280,Deadliest Catch: Alaskan Storm,X360,2008,Sports,Navarre Corp,0.04,0.0,0.0,0.0,0.05,56.0,14.0,5.9,15.0,Liquid Dragon Studios,T,0
13281,Golden Axe: The Duel,SAT,1994,Fighting,Sega,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13282,J-League '96 Dream Stadium,SNES,1996,Sports,Hudson Soft,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13283,Capcom vs. SNK: Millennium Fight 2000 Pro,DC,2001,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05,,,,,,,1
13284,Crime Life: Gang Wars,XB,2005,Action,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,30.0,19.0,3.4,9.0,Hothouse Creations,M,0
13285,Tokimeki Memorial: Girls Side 1st Love,DS,2007,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13286,Rugby 2005,XB,2005,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,75.0,20.0,7.7,11.0,HB Studios Multimedia,E,0
13287,"Warhammer 40,000: Dawn of War",PC,2004,Strategy,THQ,0.01,0.03,0.0,0.01,0.05,86.0,51.0,8.8,295.0,Relic,M,0
13288,Taito Legends,XB,2005,Misc,Empire Interactive,0.04,0.01,0.0,0.0,0.05,74.0,16.0,tbd,,Empire Oxford,T,0
13289,Rock 'N Roll Racing,GBA,2003,Racing,Activision,0.03,0.01,0.0,0.0,0.05,80.0,12.0,9.4,5.0,Mass Media,E,0
13290,Reader Rabbit 2nd Grade,Wii,,Misc,Unknown,0.04,0.0,0.0,0.0,0.05,,,tbd,,Graffiti Entertainment,E,0
13291,Silhouette Mirage,PS,1998,Platform,ESP,0.03,0.02,0.0,0.0,0.05,69.0,8.0,7.5,4.0,Treasure,E,0
13292,Dynasty Warriors Vol. 2,PSP,2006,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.05,57.0,28.0,8.1,8.0,Omega Force,T,1
13293,Freelancer,PC,2003,Simulation,Microsoft Game Studios,0.02,0.02,0.0,0.01,0.05,85.0,39.0,9,185.0,Digital Anvil,T,0
13294,Treasure Report: Kikai Jikake no Isan,DS,2011,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13295,Growlanser VI: Precarious World,PS2,2007,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13296,Block Kuzushi,SNES,1995,Puzzle,Pow,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13297,LEGO Indiana Jones 2: The Adventure Continues,PC,2009,Action,Activision,0.02,0.03,0.0,0.01,0.05,66.0,13.0,8,19.0,Traveller's Tales,E10+,0
13298,American Bass Challenge,GBA,2001,Sports,Starfish,0.03,0.01,0.0,0.0,0.05,69.0,5.0,tbd,,Starfish,E,0
13299,American Chopper 2: Full Throttle,GC,2005,Racing,Activision,0.04,0.01,0.0,0.0,0.05,54.0,4.0,tbd,,Creat Studios,T,0
13300,Ultimate Ghosts 'n Goblins (JP sales),PSP,2006,Platform,Capcom,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13301,Rugby 06,PS2,2006,Sports,Electronic Arts,0.02,0.02,0.0,0.01,0.05,70.0,6.0,7.8,27.0,EA Canada,E,0
13302,Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004,Action,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05,84.0,37.0,8.3,16.0,Tecmo,M,1
13303,2002 FIFA World Cup,GC,2002,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,78.0,9.0,7.7,6.0,EA Sports,E,0
13304,The Lord of the Rings: The Battle for Middle-Earth II,X360,2006,Strategy,Electronic Arts,0.0,0.04,0.0,0.0,0.05,79.0,50.0,7.5,83.0,EA LA,T,0
13305,LEGO The Hobbit,PC,2014,Action,Warner Bros. Interactive Entertainment,0.0,0.05,0.0,0.0,0.05,68.0,6.0,,,TT Games,E10+,0
13306,Need for Speed Carbon,PC,2006,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05,78.0,17.0,7.2,249.0,Black Box,E10+,0
13307,Colin McRae Rally 2005,XB,2004,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05,83.0,35.0,7.5,6.0,Codemasters,E,0
13308,Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,2011,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13309,Zoop,PS,1995,Puzzle,MediaQuest,0.03,0.02,0.0,0.0,0.05,,,,,,,0
13310,Saiyuki: Journey West,PS,1999,Strategy,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,73.0,9.0,7.1,9.0,Koei,E,0
13311,Powerful Golf,DS,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13312,Rock Band Country Track Pack 2,X360,2011,Misc,MTV Games,0.04,0.0,0.0,0.0,0.05,,,tbd,,Electronic Arts,E10+,1
13313,Detective Conan: Marionette Symphony,3DS,2013,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13314,Utawarerumono: Itsuwari no Kamen,PS3,2015,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13315,American Chopper 2: Full Throttle,XB,2005,Racing,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05,,,tbd,,Creat Studios,T,1
13316,Amnesia Crowd,PSP,2013,Misc,Idea Factory,0.0,0.0,0.05,0.0,0.05,,,,,,,1
13317,Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,PS2,2008,Misc,Hackberry,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13318,Monster Hunter Frontier Online,PS3,,Role-Playing,,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13319,MTX Mototrax,PSP,2006,Racing,Activision,0.04,0.0,0.0,0.0,0.05,67.0,8.0,tbd,,Left Field Productions,E,0
13320,VR Soccer '96,PS,1996,Sports,Gremlin Interactive Ltd,0.03,0.02,0.0,0.0,0.05,,,,,,,0
13321,Ribbit King,GC,2003,Sports,Atari,0.04,0.01,0.0,0.0,0.05,60.0,11.0,tbd,,Bandai,E,0
13322,Diabolik Lovers,PSP,2012,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13323,Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,DS,2008,Action,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13324,Summoner: A Goddess Reborn,GC,2003,Role-Playing,THQ,0.04,0.01,0.0,0.0,0.05,72.0,19.0,tbd,,Cranky Pants Games,T,0
13325,Pirates vs Ninja Dodgeball,Wii,2009,Sports,SouthPeak Games,0.04,0.0,0.0,0.0,0.05,,,,,,,0
13326,Secret Service,X360,2008,Action,Activision Value,0.04,0.0,0.0,0.0,0.05,,,5.5,8.0,Tigon,T,0
13327,Noddy in Toyland,DS,2011,Misc,GSP,0.0,0.04,0.0,0.0,0.05,,,,,,,0
13328,Empire Earth,PC,2001,Strategy,Vivendi Games,0.0,0.04,0.0,0.01,0.05,81.0,23.0,8.2,126.0,Stainless Steel Studios,T,0
13329,Yu-Gi-Oh! World Championship 2007,DS,2007,Strategy,Konami Digital Entertainment,0.0,0.01,0.04,0.0,0.05,,,,,,,0
13330,DuckTales: Remastered,PS3,2013,Action,Capcom,0.01,0.03,0.0,0.01,0.05,75.0,31.0,7.4,135.0,WayForward,E,0
13331,E.X. Troopers,PS3,2012,Shooter,Capcom,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13332,Worms Reloaded,PC,2010,Strategy,Team17 Software,0.0,0.04,0.0,0.01,0.05,79.0,28.0,6.8,185.0,Team 17,E10+,0
13333,Kiniro no Corda 2 Encore,PS2,2007,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13334,M&M's Adventure,DS,2008,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.05,,,,,,,0
13335,ESPN Great Outdoor Games Bass 2002,GBA,2001,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.05,57.0,7.0,tbd,,KCEO,E,0
13336,Soul Eater: Plot of Medusa,DS,2008,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13337,StarCraft,PC,1998,Strategy,Activision,0.0,0.04,0.0,0.01,0.05,88.0,15.0,9.1,813.0,Blizzard Entertainment,T,0
13338,Gaist Crusher,3DS,2013,Action,Capcom,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13339,World Championship Pool 2004,PS2,2004,Sports,Jaleco,0.02,0.02,0.0,0.01,0.05,60.0,4.0,6.7,6.0,Blade Interactive,E,0
13340,Punch King,GBA,2002,Fighting,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.05,58.0,10.0,tbd,,Full-Fat,E,0
13341,V-Rally 3,GBA,2002,Racing,Atari,0.03,0.01,0.0,0.0,0.05,82.0,7.0,tbd,,Velez & Dubail,E,0
13342,B-Boy,PSP,2006,Misc,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.05,50.0,11.0,7.8,6.0,FreeStyleGames,T,0
13343,Kakuto Chojin,XB,2002,Fighting,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05,46.0,26.0,7.2,17.0,DreamFactory,T,0
13344,Beyond Oasis,GEN,1993,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13345,Robotech: Invasion,XB,2004,Shooter,Global Star,0.04,0.01,0.0,0.0,0.05,59.0,41.0,tbd,,Vicious Cycle,T,0
13346,Rain (2013),PS3,2013,Adventure,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13347,Wii de Asobu Chibi-Robo!,Wii,2009,Adventure,Nintendo,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13348,Need for Speed Underground,PC,2003,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05,82.0,24.0,8.3,307.0,Black Box,E,0
13349,Jewel Quest Mysteries,DS,2009,Puzzle,Astragon,0.03,0.01,0.0,0.0,0.05,,,tbd,,Activision,E,1
13350,Tokyo Ghoul: Jail,PSV,2015,Racing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13351,To Heart 2 DX Plus,PS3,2011,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13352,Romance of the Three Kingdoms VI: Awakening of the Dragon,PS,1998,Strategy,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,,,,,,,1
13353,Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,2011,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13354,Frogger: Ancient Shadow,GC,2005,Platform,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,54.0,9.0,tbd,,Hudson Soft,E,0
13355,Naruto: Uzumaki Chronicles 2 (JP sales),PS2,2006,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,,,,1
13356,Moon,DS,2009,Adventure,Mastiff,0.04,0.0,0.0,0.0,0.05,71.0,45.0,7.4,21.0,Renegade Kid,T,0
13357,Snoopy vs the Red Baron,PSP,2006,Adventure,Namco Bandai Games,0.04,0.0,0.0,0.0,0.05,76.0,7.0,7.8,4.0,Smart Bomb Interactive,E10+,0
13358,Pet Vet: Down Under,DS,2009,Simulation,Deep Silver,0.04,0.0,0.0,0.0,0.05,,,,,Braingame,E,0
13359,Virtua Tennis 3,PSP,2007,Sports,Sega,0.02,0.02,0.0,0.01,0.05,79.0,17.0,7.7,13.0,Sumo Digital,E,0
13360,Raze's Hell,XB,2005,Shooter,Majesco Entertainment,0.04,0.01,0.0,0.0,0.05,71.0,37.0,8.1,8.0,Artech Studios,M,0
13361,Far Cry,PC,2004,Shooter,Ubisoft,0.0,0.04,0.0,0.01,0.05,89.0,72.0,8.1,724.0,Crytek,M,0
13362,Gem Smashers,Wii,2011,Platform,Crave Entertainment,0.04,0.0,0.0,0.0,0.05,,,tbd,,Frame Studios Interactive,E,0
13363,Shin Megami Tensei NINE,XB,2002,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13364,Magic Carpet,PS,1995,Shooter,Electronic Arts,0.03,0.02,0.0,0.0,0.05,,,,,,,0
13365,Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,2013,Action,D3Publisher,0.02,0.01,0.0,0.01,0.05,,,,,,,0
13366,Hoshigami: Ruining Blue Earth,PS,2001,Role-Playing,Max Five,0.03,0.02,0.0,0.0,0.05,62.0,9.0,8.7,26.0,Max Five,E,0
13367,GunPey DS,DS,2006,Puzzle,Atari,0.04,0.0,0.0,0.0,0.05,70.0,24.0,tbd,,Q Entertainment,E,0
13368,Cabela's African Safari,PSP,2006,Sports,Activision Value,0.04,0.0,0.0,0.0,0.05,,,tbd,,FUN Labs,T,0
13369,Test Drive: Ferrari Legends,X360,2012,Racing,Atari,0.04,0.0,0.0,0.0,0.05,,,,,,,0
13370,Sushi Go-Round,Wii,2010,Simulation,Asylum Entertainment,0.04,0.0,0.0,0.0,0.05,,,tbd,,SouthPeak Games,E,0
13371,NightCaster II: Equinox,XB,2002,Action,Jaleco,0.03,0.01,0.0,0.0,0.05,46.0,12.0,7,4.0,Jaleco Entertainment,T,0
13372,Shin Hayarigami,PSV,2014,Adventure,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13373,Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,DS,2008,Role-Playing,Square Enix,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13374,Arslan: The Warriors of Legend,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,tbd,,Omega Force,T,0
13375,SD Gundam G Generation World,Wii,2011,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13376,Ship Simulator Extremes,PC,2010,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05,49.0,5.0,6.2,27.0,VSTEP,E,0
13377,Winter Sports 2011,PS3,2011,Sports,DTP Entertainment,0.0,0.04,0.0,0.01,0.05,,,,,DTP Entertainment,,0
13378,Time Crisis: Project Titan,PS,2001,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.0,0.05,71.0,13.0,6.7,6.0,Flying Tiger Development,T,1
13379,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,2011,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13380,Crusader: No Remorse,PS,1996,Adventure,Electronic Arts,0.03,0.02,0.0,0.0,0.05,,,,,,,0
13381,Billy the Wizard: Rocket Broomstick Racing,Wii,2007,Racing,Metro 3D,0.04,0.0,0.0,0.0,0.05,,,0.3,4.0,Data Design Interactive,E,0
13382,Ys: The Ark of Napishtim,PSP,2006,Role-Playing,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.05,64.0,29.0,7.3,13.0,Konami Software Shanghai,E10+,0
13383,Black & Bruised,GC,2003,Fighting,Vivendi Games,0.04,0.01,0.0,0.0,0.05,,,,,,,0
13384,Winter Sports 3: The Great Tournament,Wii,2010,Sports,Tradewest,0.02,0.02,0.0,0.0,0.05,,,,,,,0
13385,Pro Evolution Soccer 2017,XOne,2016,Sports,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.05,87.0,12.0,6.1,84.0,Konami,E,0
13386,FIFA Soccer 10,PC,2009,Sports,Electronic Arts,0.0,0.04,0.0,0.01,0.05,72.0,14.0,3.8,59.0,EA Sports,E,0
13387,Jewel Quest 5: The Sleepless Star,PC,2011,Action,Astragon,0.02,0.02,0.0,0.01,0.05,,,,,,,0
13388,World Series of Poker: Tournament of Champions 2007 Edition,Wii,2006,Misc,Activision,0.04,0.0,0.0,0.0,0.05,,,,,,,0
13389,Tom Clancy's Rainbow Six: Lockdown,GC,2005,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.05,72.0,8.0,7.8,5.0,"Red Storm Entertainment, Ubisoft Montreal",M,0
13390,Yoru no Nai Kuni,PS3,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13391,Full Spectrum Warrior: Ten Hammers,XB,2006,Strategy,THQ,0.03,0.01,0.0,0.0,0.05,69.0,27.0,tbd,,Pandemic Studios,M,1
13392,Puyo Puyo Tetris,PSV,2014,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13393,The Sims,PC,2000,Simulation,Electronic Arts,0.01,0.03,0.0,0.01,0.05,92.0,38.0,7.9,451.0,Maxis,T,0
13394,Turok: Dinosaur Hunter,N64,1997,Shooter,Acclaim Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13395,MiniCopter: Adventure Flight,Wii,2007,Simulation,505 Games,0.04,0.0,0.0,0.0,0.05,,,tbd,,Sonic Powered,E,0
13396,FIFA Manager 12,PC,2011,Sports,Electronic Arts,0.0,0.03,0.0,0.01,0.05,72.0,11.0,3.9,24.0,Bright Future GmbH,E,0
13397,Balloon Pop,Wii,2007,Puzzle,505 Games,0.04,0.0,0.0,0.0,0.05,,,tbd,,UFO Interactive,E,0
13398,Gitaroo Man,PS2,2001,Misc,THQ,0.02,0.02,0.0,0.01,0.05,82.0,21.0,8.7,25.0,Koei/Inis,E,0
13399,Taiko no Tatsujin Portable 2,PSP,2006,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,,,,0
13400,Super Bubble Pop,GC,2003,Puzzle,Jaleco,0.04,0.01,0.0,0.0,0.05,54.0,12.0,tbd,,Runecraft,E,0
13401,Apassionata: Die Galanacht der Pferde,DS,2009,Simulation,RTL,0.0,0.04,0.0,0.01,0.05,,,,,,,0
13402,Battleship / Connect Four / Sorry! / Trouble,DS,2006,Puzzle,"Destination Software, Inc",0.04,0.0,0.0,0.0,0.05,,,,,,,0
13403,Time Travelers,PSV,2012,Adventure,Level 5,0.0,0.0,0.05,0.0,0.05,,,,,,,0
